,0
AI862062,0.7976343067444422
BF445199,0.4149713352940086
D83485,0.5100695304663619
AI738452,0.49236007972770524
AC005339,0.6647036167421723
W73272,0.5487287318170652
AI439556,0.856472850303631
BE243270,0.43201775435647904
AW468885,2.6289380028161315
BF966155,0.5919537643559011
AA812232,0.9953198094992544
NM_006472,0.8699586471592424
BF510450,0.5743827172024439
AK056658,0.4940268537058046
NM_000246,0.6458106587607862
AI568728,0.5481567363083378
NM_025151,0.7340223102485373
AW135388,0.4943711042075447
NM_004775,0.5569779874609677
AF067173,0.6189035106811696
AL157375,0.61616802742533
AK021878.1,1.0865959740890807
U79300,0.5958823163507995
NM_004513,0.6252171508145746
BC020897,0.68208554242367
AA628440,3.1387610610220866
BF313832,0.4553747592487012
AW207734,0.45969418332285267
BC010948,0.857317009113896
AF067173.1,0.6268977586729888
AL157414,0.7842175230832924
AW298141,0.6469538728673165
AK025161.1,0.9701075082931974
BE673925,0.49996470110138125
BE045982,0.7444422072216929
AV699347,3.2837952870560057
NM_000332,0.850598960326778
NM_001269,0.597366398957321
BC005147,0.8311029173637688
AA740849,0.4647017754716306
AI492873,0.5556980395223093
BE561014,0.5315412316952464
NM_025113,1.3106281691246995
AW978375,0.44059882426081337
AF289024,0.8782965727626888
AI681013,0.4573489597269401
U17105,0.5170757248413408
AW469555,0.6181551039337231
AV753065,0.49112397771039396
AF024540,0.5270423204953113
AF222341,0.6731248146041608
AA522514,1.208130925560706
AW291664,0.6732306956926876
AK096662,0.673454523948021
AL568826,0.6332215487922257
NM_004660,3.0317575510228267
AI954612,0.817325669520543
AA479678,1.6512270713324733
H75391,0.5276773272974511
BE646076,0.5018030424376798
BC046147,0.6231548327710998
BE646461,1.413253604782005
AW665375,0.8475510986974618
S66168,0.8966567456677093
BC005081,0.914617517646303
AV713323,0.6952797520176204
AI248208,0.4759039835036113
AI701590,1.3508104276349306
BC002521,0.509020682479803
AB018289,1.333817626194784
X64978,0.9086323123476218
AW082726,0.7906085439394577
AK024009,0.4679230691368464
AI925574,0.848255411787758
BF240286,0.7386222302575195
AW235355,0.5056313961135387
AV681765,2.7297733295131086
AF004561,0.8607925467721043
AI142677,0.5087759203347263
AA031330,0.9262944324794518
AK000470,1.891636065654927
AI129310,1.533071239186625
AL050059,0.7290300987993461
AA740831,1.642535964295713
BC043583,0.596653269574412
BC008777,0.7181313709593834
NM_006657,1.2122925340312463
AK094921,0.9876604235878886
AK025348,0.9666375649194471
AA167449,3.543807855278075
AI379895,1.1548138678897766
NM_001504,1.3417943177824305
NM_022136,0.818517933631208
NM_016270,1.2812270521246323
AI698076,1.0921968302852623
AK024072,0.6870893634128116
NM_013359,1.2592886658726241
U94506,0.9582083829670603
BC042827,0.8884021277656093
R45950,0.945393126035391
AV700339,0.7946057752729437
AK095188,0.9631073564194903
AJ011601,0.8421876103073067
AL521247,0.787690591040364
AF519621,0.827288720760019
